q1_list,q2_list,label
蚂蚁 借呗 推迟 两个 还款 会 怎么 怎么样,蚂蚁 借呗 还款 还款日 可以 变更 么,0
我 花呗 不能 能用 了 但是 淘宝 买 东西 还 能用 怎么 怎么回事 回事,一定 定要 商家 的 二维 二维码 还是 要 怎么 怎么样 才 可以 用 花呗,0
蚂蚁 借呗 分期 还款 未 还清 不能 再 借了 吗,借呗 逾期 还 完 了 逾期 的 还 能 再 借 吗,0
第一 第一次 一次 蚂蚁 借呗 多少 少额 额度,第一 第一次 一次 用 蚂蚁 借呗 有 多少 少额 额度,1
怎么 拿 花呗 充值,花呗 在 哪里 能 充值 流量,0
我 的 花呗 怎么 绑 的 别的 手机 手机号 手机号码 机号码 号码,我 以前 手机 手机号 停 了 现在 新 的 手机 手机号 怎么 绑定 花呗 回 新手 新手机 手机 手机号,0
花呗 是不是 不是 一月 只能 能用 一次,我 每个 月 能用 花呗 多少 多少钱,0
怎样 解冻 花呗 账户,花呗 账户 如何 何解 解冻,1
花呗 付款 时 卖家 会扣 手续 手续费 续费 吗,客户 使用 花呗 付款 我 要 支付 手续 手续费 续费 吗,1
花呗 合约 红包,每日 领花 花呗 红包,0
花呗 分期 免息 券,蚂蚁 花呗 怎么 申请 免息 分期 分期付款 付款,0
怎么 冻结 蚂蚁 借呗,蚂蚁 借呗 为什么 什么 给 我 关掉 了,0
借呗 以后 后分 分期 都 个 月 了 吗,我 这个 借呗 当时 时分 了 十二 二期 为 撒 借出 借出来 出来 以后 就是 一个 一个多 一个多月 多月,0
我 为什么 什么 没有 借呗 调 额度,借呗 额度 自我 调整 降低 后 怎么 恢复 恢复原 复原 原来 的 额度,0
花呗 分期 是 每个 月 的 几号 还款 的,分期 花呗 何时 还款,1
一个 手机 手机号 可以 注册 几个 蚂蚁 花呗,一个 手机 手机号 可以 注册 多少 个 花呗,1
怎样 来 花呗 还款,花呗 还款 超时,0
美团 怎么 识别 是否 能用 花呗,花呗 能否 点 美团,0
怎么 看 花呗 总共 共要 还 多少 多少钱,花呗 分 期 怎样 看 每 一期 还 多少,0
开通 花呗 付款 扣 谁 的 手续 手续费 续费,使用 花呗 付款 会 收取 手续 手续费 续费 吗,0
怎么 我 的 花呗 还款 还款额 款额 与 实际 额度 不一 一样,花呗 中 的 待 收货 货款 款项 与 支付 支付宝 下单 款项 不一 一样 什么 原因,0
怎么 怎么样 接触 借呗 账户 风险,开通 借呗 提示 账户 有 风险,1
怎么 撤销 朋友 还款,邀请 朋友 还款,0
淘宝 客服 让 找 支付 支付宝 客服,支付 支付宝 还是 淘宝,0
怎么 我 的 借呗 会 降,我 的 借呗 额度 为什么 什么 被 降低 了,1
花呗 最低 还款 之后 剩下 的 钱 的 利息,花呗 最低 付款 利息 怎么 算,1
花呗 可以 在 加油 加油站 用 吗,花呗 可以 在 网吧 用,0
淘宝 花呗 客服 号码,今天 淘宝 客服 退回 一笔 到 花呗 但是 我 的 花呗,0
花呗 临时 临时额度 额度 可以 分期 的 吧,花呗 临时 临时额度 额度 可以 分期 嘛,1
花呗 逾期 还清 什么 时候 可以 用 借呗,我 的 花呗 停 了 五个 月 了 什么 时候 能用,0
花呗 分期 怎样 提前 还清 剩余 分期,花呗 分期 提前 提前结束 结束,1
淘宝 购买 东西 怎么 使用 花呗,买家 如何 何在 淘宝 使用 花呗,1
最近 花呗 没有 提升 额度,花呗 怎么 才能 提 额度,0
我 买 商品 用 花呗 但 没 买成 成功 没 货 了 但 已用 花呗 钱 退到 哪里,如果 我 的 花呗 还 完 了 但是 我 买 其他 的 东西 用 的 花呗 要 退款 会 退到 哪里,0
现在 我 能 不能 领花 花呗 临时 临时额度 额度,花呗 现在 可以 领 临时 临时额度 额度 吗,1
花呗 出 帐 时间,能 不能 改 花呗 时间,0
花呗 开通 是 一定 定要 借 吗,开通 花呗 要 交费 吗,0
之前 这个 账单 我 已经 还款 了 这 退款 怎么 又 退到 花呗 了,当月 花呗 退款 退到 了 哪 月 的 账单 里,0
花呗 支付 退款 还是 退回 花呗,花呗 退款 退到 哪里,0
花呗 冲了 剑 网 三通 通宝 没到 账,花呗 付款 没有 到 账,0
我 用 花呗 也 不知 知道 我 想 永远 退出 这个 花呗 一点 不 懂 我 也 不知 知道 我 为什么 什么 要,我 关闭 了 花呗 为什么 什么 另 一个 账号 不能 能用,0
借呗 借 天 提前 还款 有 手续 手续费 续费 吗,提前 还款 还 会 有 借呗 额度 吗,0
如果 用 花呗 分期 分期付款 付款 购物 津贴 是 按照 总价 满 减 还是 按照 照实 实际 付款 满 减,买 的 商品 用 的 是 花呗 分期 这个 能否 享受 购物 津贴,0
如何 成为 蚂蚁 花呗 的 商家,怎样 成为 可以 收 花呗 的 商家,1
为什么 什么 我 的 支付 支付宝 用 不了 花呗,为什么 什么 我 开花 花呗 他 说 安全 验证 没有 有成 成功,0
好像 像是 我 用 了 花呗 额度,花呗 可用 额度 指 的 是 什么,0
花呗 电话 号 是 多少,我 改 花呗 的 电话,0
我 的 花呗 分期 了 一次 还 能 分期 不,花呗 可以 一次 分期 两次 吗,0
用 花呗 消费 有奖 奖金 没,我 的 花呗 账单 上 怎么 没有 消费 进账 记录,0
我 的 花呗 现在 可以 叫外卖 外卖 饿 了 吗,花呗 能 叫外卖 外卖 吗,0
还 花呗 的 顺序,花呗 的 自动 扣款 顺序 是,0
我 是 说 借呗 怎么 没有 额度 了,借呗 没升 升过 怎么 怎么回事 回事,0
借呗 怎么 时候 还款,蚂蚁 借呗 月 借款 什么 时候 还,0
为什么 什么 蚂蚁 借呗 还款 受限,余额 余额宝 还 蚂蚁 借呗 有没有 没有 额度 限制,0
借呗 如果 到期 没有 还款 会 怎么 怎么样,蚂蚁 借呗 钱 没有 还够 怎么 怎么办,0
开通 支持 花呗 支付,花呗 我 一直 是 开通 的,0
我 能 把 我 的 花呗 改 密码 么,我 号 忘记 密码 了 怎么 还 花呗,0
花呗 全额 还款,花呗 每次 还款 是 全额 还款 吗,1
还 蚂蚁 借呗 额度 受限,用 余额 余额宝 还款 给 蚂蚁 借呗 有没有 没有 额度 限制,0
借呗 审核 未通 通过 什么 时候 在 出,什么 时候 进行 评估 借呗 申请,0
借呗 提前 还款 额度 不够 怎么 怎么办,我 借呗 的 钱 提前 还款 了,0
为什么 什么 我 的 花呗 怎么 用 不了,我 的 支付 支付宝 账户 正常 为什么 什么 花呗 不能 能用,1
花呗 能 在 任何 超市 用 吗,银座 超市 可以 用 花呗 吗,0
点击 我 的 怎么 蚂蚁 借呗 不见 了,我 怎么 有没有 没有 蚂蚁 借呗 了,1
如何 何计 计算 花呗 还款,每个 月 花呗 还款 如何 何计 计算,1
挺 长时间 时间 没有 有用 花呗,意思 花呗 积分 没有 有用 嘛,0
是不是 不是 有 网商贷 就 下 能 出借 借呗,网商贷 转换 换借 借呗,0
一时 糊涂 用 完 花呗 的 钱 了,钱 又 回到 花呗 不用 我 在 还 了,0
帮 我 查 一下 我 的 身份 身份证 之前 有没有 没有 开通 花呗 记录,查 一下 我 花呗 有 不 有 逾期,0
花呗 未出 出账 是 什么 意思 为什么 什么 不能 分期,不能 分期 花呗 了,0
我 花呗 还清 最低 了 怎么 还 提示 这个 月 账单 没 还,我 的 花呗 号 还 了 最低,0
关联 账户 取消 了 花呗 其他 账户 能 在 开通 吗,在 a 账户 解除 花呗 能 在 b 账号 开通 吗,1
以前 的 手机 手机号 手机号码 机号码 号码 被盗 怎么 解 绑 花呗,怎么 解 绑 蚂蚁 花呗 的 手机 手机号,1
花呗 可以 加油 吧,嘀嘀 打车 可以 用 花呗,0
花呗 退货 要 确认 收货 吗,花呗 确认 收货 后 可以 选择 分期 吗,0
花呗 现在 不能 交 水电 水电费 电费 了 吗,花呗 怎么 缴 不了 电费 啦,0
昨天 我 看 借呗 还 能 提现 怎么 今天 提现 还要 申请,借呗 借呗 我 一 提现 还款 了 为什么 什么 又 扣,0
我 选择 的 花呗 分期 为什么 什么 还要 要付 全款,使用 花呗 分期 是不是 不是 需要 先付 全款,0
借呗 为什么 什么 不能 借 十二 十二个 二个 二个月 了,为什么 什么 逾期 借 不了 借呗,0
花呗 逾期 资料,花呗 有 微 贷 逾期 了 怎么 怎么办,0
蚂蚁 借呗 转账 进度,开通 蚂蚁 借呗 收费 吗,0
是不是 不是 有 贷款 不能 使用 借呗,蚂蚁 借呗 在 借款 中 不可 可以 以使 使用,0
帮 我 查 一下 这个 月 蚂蚁 借呗 账单,蚂蚁 借呗 怎样 看 账单,0
花呗 没有 逾期 也 会 有利 利息 吗,花呗 逾期 每天 利息 多少,0
我 有 花呗 逾期 近期 刚 还 什么 时候 可以 恢复 使用,花呗 逾期 了 两个 月 现在 还 还 可以 用 吗,0
蚂蚁 借呗 逾期 两天 天会 影响 信用,信用 信用卡 逾期 影响 借呗 吗,0
花呗 开通 时 的 刷脸 一直 不成 成功,干嘛 不能 能开 开通 花呗,0
借呗 利息 多少 接 一千 一千多 千多 多少 一天,支付 支付宝 借呗 借 一天 利息 多少,1
但 我 明明 用 的 借呗,我 的 花呗 买 的,0
什么 时候 借呗 提 额度,借呗 提 额 提醒,0
花呗 里 的 钱 只能 消费 吗,花呗 只能 消费,0
充 q 币 不可 可以 用 花呗 充 吗,油 卡 充值 可以 用 花呗 嘛,0
为什么 什么 花呗 里面 的 钱 怎么 那么 少,我 花呗 怎么 又 少 钱 了,0
花呗 可以 用来 买 东西 吃 吗,花呗 可以 用来 支付 什么,0
我 的 花呗 怎么 会 自动 充 话费 的,我 的 花呗 为什么 什么 自己 冲 话费 了,1
以前 的 号码 不用 了 换 号 了 又 开 了 支付 支付宝 花呗 用 不了 怎么 怎么办,支付 支付宝 绑定 的 手机 手机号 改 了 花呗 为什么 什么 改不了 不了,0
我 的 花呗 分期 怎么 用 不了 了了,淘宝 怎么 使用 花呗 分期 分期付款 付款,0
在 借呗 借了 元 已经 还清 了 为什么 什么 借呗 显示 未 还,蚂蚁 借呗 已经 还款 还 提示 未 还清,1
身份 身份证 过期 了 蚂蚁 借呗 还 能 使用 吗,身份 身份证 过期 可以 申请 蚂蚁 借呗 吗,0
花呗 分期 还 可以 改 金额 吗,dc 花呗 分期 修改,1
二维 二维码 扫 码 花呗 支付 不了,扫 二维 二维码 花呗 付款 不 岀,1
刚才 我 花呗 自动 还款 了 还款 的 钱 可以 退换 吗,花呗 自动 还款 了 自己 又 还 了 一次,0
淘宝 如何 注销,如何 让 花呗 与 淘宝 关联,0
借呗 什么 时候 可以 可以 去 杀毒,蚂蚁 借呗 系统 系统维护 维护 什么 时候 正常,0
花呗 授权 访问 通讯 通讯录,花呗 允许 支付 支付宝 反问 手机 通讯 通讯录,1
蚂蚁 借呗 我 什么 时候 能 办,所以 想 问问 借呗 什么 时候 能 再 开始 用,0
借呗 如果 确认 分期 了 还 可以 更改 吗,花呗 分期 还款 能 修改 吗,0
帮 我 查 下 我 的 身份 身份证 是否 开通 通过 花呗,我 是否 开通 通了 花呗 收款,0
我 的 花呗 之前 号码 没用 了,我 换 个 手机 手机号 手机号码 机号码 号码 登录 信用 也 在 花呗 不管 管用 了 吗,0
花呗 付款 款额 额度 还 没用 完 为什么 什么 不能 付款,为什么 什么 有 花呗 额度 却说 没有 开通 花呗,0
我 其它 两个 账户 也 没有 花呗,我 有 两个 账号 花呗 能 换到 另 一个 号 吗,0
怎样 关闭 花呗 怎么 关闭,花呗 预期 关闭 了,0
在 淘宝 买 东西 用 了 花呗 在 支付 支付宝 上 找 不到,为啥 我 在 支付 支付宝 里 找 不到 花呗,0
长时间 时间 不用 借呗 借呗 额度 会 取消 吗,余额 还 借呗 的 额度 会 受限 受限制 限制 吗,0
花呗 会 在 余额 自动 还款 吗,花呗 自动 还款 没影 影响,0
借呗 欠钱 影响 银行 银行贷款 贷款 吗,网 商银 银行 银行贷款 贷款 跟 蚂蚁 借呗 是 一回 回事 吗,0
花呗 收款 可以 分期 吗,蚂蚁 花呗 分期 退款,0
这个 支付 支付宝 的 花呗 关闭 是不是 不是 支付 支付宝 就 可以 用 了,帮 我 关了 我 不用 花呗,0
咨询 一下 修改 花呗 的 付款 密码 怎么 改,支付 支付宝 花呗 密码 忘记 了 怎么 怎么办,0
可以 用 花呗 帮 朋友 还 吗,我 的 钱 可以 转入 花呗 吗,0
支付 支付宝 花呗 不在 理赔 范围 内,花呗 在 保障 范围 内 吗,0
我 借呗 还款 还款日 日期 是 多少,借呗 如何 何计 计算 还款 还款日 日期,0
我 在 花呗 里 买手 买手机 手机 商品 上 写 着 可以 分期 但是 付款 却 找 不到 分期 选项,在 商场 场里 用 花呗 买 首饰 可以 吗,0
哪里 可以 看到 我 设置 了 花呗 自动 还款,花呗 还款 还款日 在 哪 查看,0
这个 支付 支付宝 账户 开通 花呗 了 吗,手机 手机号 不 就是 开通 这个 蚂蚁 花呗 的 账号 吗,0
什么 是 借呗 临时 临时额度 额度,为什么 什么 打开 蚂蚁 借呗 就 叫 我 提升 额度,0
借呗 还款 的 金额 在 余额 和 余额 余额宝 里 系统 会分 分别 扣款 么,余额 和 余额 余额宝 扣 我 一次 银行 银行卡 又 扣 了 我 一次,0
蚂蚁 借呗 算是 贷款 吗,蚂蚁 借呗 信用 记录,0
怎么 能 更换 花呗 手机 手机号 手机号码 机号码 号码,我 的 花呗 手机 手机号 手机号码 机号码 号码 为什么 什么 是 我 以前 用 的 手机 手机号,0
借呗 有 最低 还款 还款额 款额 额度 么,借呗 到期 最低 还款,1
花呗 支付 时 是不是 不是 要 验证 验证码,花呗 扣款 时 需要 密码 吗,0
身份 身份证 过期 是不是 不是 开通 不了 借呗,身份 身份证 过期 无法 开通 借呗,0
花呗 逾期 一次 还 能 再 用 吗,微 贷 逾期 了 花呗 也 不能 能用 了,0
网商贷 能 换成 蚂蚁 借呗 吗,蚂蚁 借呗 怎么 被 变成 了 网商贷,0
花呗 水电 水电费 电费 没交 了 吗,在 吗 什么 时候 可以 用 花呗 交电 电费,0
蚂蚁 花呗 怎么 取消 刷脸,怎么 取消 花呗 刷脸 支付,1
花呗 有 什么 用 吗,经常 常用 花呗 有 什么 用,0
我 买 的 东西 选择 的 花呗 又 申请 退款 了 是不是 不是 不用 还款 了,花呗 出账 账单 了 还 能 申请 退款 吗,0
花呗 按时 还款 跟 芝麻 信用 有关 关系 吗,多少 芝麻 信用 申请 花呗,0
我 的 蚂蚁 花呗 一直 不能 能用 了 吗,我 的 花 贝 怎么 还用 不了,0
我 的 花呗 收款 最高 可以 刷 多少,花呗 单比 可以 消费 费多 多少,0
申请 不了 借呗 怎么 怎么回事 回事,显示 有 借呗 就是 不能 申请,0
我 的 借 吧 怎么 不能 选择 了 借款 确认 了,为什么 什么 我 蚂蚁 借呗 不能 按 日 还款,0
借呗 借款 成功 银行 银行卡 余额 不显 显示,蚂蚁 借呗 还款 后 不显 显示 额度,0
花呗 安全 验证 不能 能成 成功 怎么 怎么办,蚂蚁 花呗 安全 验证 不成 成功 怎么 怎么回事 回事,1
借呗 的 账单 怎么 看,可以 查询 借呗 以前 预期 的 账单 吗,0
花呗 分期 分期付款 付款 还款 还款日 日期,花呗 可以 多久 还款,0
蚂蚁 借呗 只能 六个 六个月 啦,蚂蚁 借呗 为什么 什么 只能 贷款 个 月,1
花呗 逾期 后 还清 款 后 多久 可 再 使用 花呗,我 的 花呗 逾期 刚刚 还 上 什么 时候 恢复 使用,1
花呗 额度 一直 这样,没有 临时 临时额度 额度 为什么 什么 花呗 为 负,0
借呗 还款 是 自动 在 余额 余额宝 扣 吗,借呗 还款 是不是 不是 是从 余额 里边 自动 扣 费,0
花呗 分期 想 一次 结清,花呗 分期 以后 一次 还清 有没有 没有 手续 手续费 续费,0
这个 支付 支付宝 花呗 关闭 怎么 从 另外 一个 账户 开通,已经 关闭 了 花呗 怎么 另外 一个 账户 还 让 我 到 这个 账户 来看,0
支付 支付宝 花呗 怎么 不显 显示,咋 不显 显示 花呗 余额 和 主页,0
花呗 支持 随 还 随 借 吗,花呗 支持,0
花呗 如何 买入 基金,如何 购买 花呗 基金,0
蚂蚁 借呗 能 借 多少 多少次,借呗 借完 一次,0
双十 十一 使用 了 战 对 红包 的 订单 若 发生 了 退款 红包 包金 金额 会 成为 花呗 账单 吗,显示 的 如果 退款 成功 双十 十一 的 温暖 红包 将 生成 花呗 账单,0
花呗 和 借呗 我 关系 吗,花呗 和 借呗 消费 有关 关系 吗,1
借呗 最高 高能 升到 多少 多少钱,借呗 最高 刷 多少 多少钱,1
花呗 可以 用 小额 不能 分期,我 的 花呗 怎么 不能 分期,1
蚂蚁 借呗 下午 借 的 都 到 账 了 中午 的 怎么 还 在 处理 中,我 借呗 还款 了 为什么 什么 还 扣 我 钱,0
花呗 未收 收获 之前 怎么 分期,花呗 怎么 分期 划算,0
这 二笔 是 花呗 付款 吗,这件 衣服 是 花呗 儿 付款 吗,0
花呗 安全 验证 不成 成功 怎么 怎么办,为什么 什么 我 的 花呗 安全 认证 没 成功,1
关闭 蚂蚁 借呗,我 只要 关 借呗,1
为什么 什么 我 的 借呗 一直 涨 不 上去,为什么 什么 我 的 借呗 一直 不涨,1
